employee_id_hash,name,company_id,tenure_years,gender,marital_status,is_permanent,performance_score,performance_rating,has_promotion,behavior_avg,psychological_score,drive_score,mental_strength_score,adaptability_score,collaboration_score,has_quick_assessment,holistic_score,score_alignment,leadership_potential,perf_beh_ratio,combined_score,score_difference,tenure_category,performance_level,behavioral_level,high_performer,gender_encoded,marital_status_encoded,is_permanent_encoded,performance_rating_encoded,tenure_category_encoded,performance_level_encoded,behavioral_level_encoded
39e31efcce1b913f495b726dd281ceaf,Mega Pratama,90,2,M,single,t,82.92,Good,1,72.7044,72.031,82.9,72.3,57.3,78.3,1,76.5873,0.8979,75.566,1.1405,77.8106,10.2126,junior,medium,low,0,1,1,1,2,0,2,1
ce5cbcae603a35b62a2a3589c63f8ffc,Widya Purnama,93,3,M,single,t,70.38,Average,0,56.6765,42.388,37.0,66.4,62.1,61.2,1,57.8727,0.8629,56.502,1.2418,63.53,13.707,mid,medium,low,0,1,1,1,0,1,2,1
4aaf26b31c2c3009f798a95b6b70e512,Endang Rahayu,79,4,M,married,t,69.22,Average,0,51.4734,46.074,54.7,67.2,33.9,50.1,0,56.9517,0.8226,55.1772,1.3447,60.3459,17.745,mid,low,low,0,1,0,1,0,1,1,1
34becb6f1281a133546c0180d3f3b13c,Yudi Utama,62,2,F,married,f,83.15,Good,0,85.5892,77.13,75.7,95.8,78.2,92.6,1,82.0763,0.9756,82.3201,0.9715,84.3701,-2.4382,junior,medium,medium,0,0,0,0,2,0,2,2
66d3013064a10e45e3e8eb4c1c363a92,Agus Sitompul,69,5,F,single,t,100.0,Excellent,0,97.3424,100.0,96.2,100.0,100.0,93.2,1,99.2027,0.9734,98.937,1.0273,98.6712,2.6576,mid,high,high,1,0,1,1,1,1,0,0
891a62909183e48e45c8cd80ffc6a1fe,Kartini Sari,99,1,M,married,t,91.56,Excellent,1,65.767,72.438,78.7,59.0,44.3,81.1,0,78.0848,0.7421,75.5057,1.3922,78.6626,25.7911,junior,high,low,1,1,0,1,1,0,0,1
2b547ea030b13cd747270e44e70ed94b,Indra Sari,83,6,F,married,t,72.22,Average,0,47.0033,57.667,45.9,51.0,35.8,55.3,1,60.29,0.7478,57.7681,1.5365,59.6129,25.2192,senior,medium,low,0,0,0,1,0,2,2,1
6ddab58fdf6196c91d0d0687871a4e1e,Andi Nugraha,79,8,M,widow,t,85.85,Good,0,77.4107,60.523,75.6,63.8,77.4,92.9,1,75.7207,0.9156,74.8767,1.109,81.6311,8.4408,senior,high,medium,1,1,2,1,2,2,0,2
5cc69ef0d0844d87139c7bd05569ea02,Rini Putra,91,2,M,married,t,88.43,Good,0,91.8856,83.898,87.5,100.0,80.1,100.0,1,88.1088,0.9655,88.454,0.9624,90.1598,-3.4515,junior,high,high,1,1,0,1,2,0,0,0
e0101457eacbce39241c712179c76fdc,Ratna Sitompul,82,2,F,married,t,74.32,Average,0,66.1452,55.698,67.3,81.0,59.8,56.5,1,66.2808,0.9183,65.4634,1.1236,70.2324,8.1743,junior,medium,low,0,0,0,1,0,0,2,1
b418fa1816a13cdd0c79eb4ecfe23981,Eko Wijaya,90,10,F,single,t,83.62,Good,0,75.0457,71.924,74.7,68.3,76.6,80.6,1,77.5407,0.9142,76.6828,1.1143,79.3351,8.5788,senior,medium,medium,0,0,1,1,2,2,2,2
3ac0d8d592b40ac5c7fa096cda791b40,Maya Tampubolon,60,15,M,married,f,67.52,Average,0,68.4309,45.68,57.8,65.9,86.5,63.5,1,61.2426,0.9909,61.3334,0.9867,67.977,-0.9078,veteran,low,low,0,1,0,0,0,3,1,1
cb756d229d8ba96e76dba310581f405b,Budi Nasution,88,7,F,married,t,69.01,Average,0,57.5127,41.946,50.2,67.4,51.7,60.8,1,57.4397,0.8851,56.2905,1.1998,63.2589,11.4924,senior,low,low,0,0,0,1,0,2,1,1
e24c8d96e91ff7d312797250fdf36162,Kartini Wijaya,83,3,M,single,t,44.88,Below Average,0,48.6132,40.653,36.2,43.4,62.6,52.3,1,44.7322,0.9627,45.1054,0.9232,46.7471,-3.7324,mid,low,low,0,1,1,1,3,1,1,1
d3d40b2396c3b8a29be9e798122d7468,Tri Situmorang,79,1,F,married,t,91.82,Excellent,1,92.9915,86.481,100.0,80.9,97.8,93.2,1,90.5705,0.9883,90.6874,0.9874,92.4067,-1.1696,junior,high,high,1,0,0,1,1,0,0,0
b27313f9c71c53a8e7eb75f6111e8618,Rizki Prasetyo,76,1,M,married,t,87.7,Good,0,83.8001,83.008,91.8,86.8,76.3,80.3,1,85.1229,0.961,84.7328,1.0466,85.7508,3.9013,junior,high,medium,1,1,0,1,2,0,0,2
65c96c954145fdc86cefa818ce7c2154,Fitri Nasution,86,6,M,married,t,93.63,Excellent,0,82.4267,74.431,74.0,79.5,95.9,80.4,1,84.508,0.888,83.388,1.1359,88.0267,11.1999,senior,high,medium,1,1,0,1,1,2,0,2
5c2a11faaee4151727a32b2af1a81d69,Wati Purnama,102,0,F,married,t,80.96,Good,0,70.0475,62.764,67.0,87.6,63.3,62.4,0,72.2275,0.8909,71.1362,1.1558,75.5039,10.9129,junior,medium,low,0,0,0,1,2,0,2,1
f5e3f48c08cf9eb0a18290a7a8a210da,Nina Prasetyo,105,0,F,married,t,97.75,Excellent,1,87.7113,92.822,83.9,88.6,91.3,87.1,1,93.2582,0.8997,92.2547,1.1144,92.7286,10.0346,junior,high,medium,1,0,0,1,1,0,0,2
f26d7f8628c863ceebc4d4b8a7f1ca8a,Umi Sari,76,1,F,married,f,60.07,Average,0,73.0495,84.291,63.8,89.6,69.9,68.9,1,71.232,0.8703,72.5294,0.8224,66.5621,-12.9746,junior,low,low,0,0,0,0,0,0,1,1
d664fa1454f2a49582d273e3ce9d28d5,Rini Sitompul,69,4,F,married,t,87.95,Good,1,53.6417,80.823,57.0,52.6,48.6,56.4,1,75.5209,0.6569,72.0897,1.6397,70.7976,34.312,mid,high,low,1,0,0,1,2,1,0,1
4608f579addcb8c4421cec55b40aa0ae,Rizki Purnama,89,2,F,married,t,74.57,Average,0,62.0225,55.217,41.1,67.4,74.2,65.4,1,64.9979,0.8746,63.7436,1.2022,68.294,12.543,junior,medium,low,0,0,0,1,0,0,2,1
806a951fc52cb25f4666034d9ebef886,Kartini Wibowo,102,13,F,married,f,100.0,Excellent,0,67.3738,75.221,82.0,60.6,55.2,71.7,1,82.7784,0.6737,79.5157,1.4843,83.6869,32.6262,veteran,high,low,1,0,0,0,1,3,0,1
a6a22730202c490f703ac9965f6e1eca,Suci Sitompul,87,6,M,single,t,76.53,Good,0,74.7905,54.03,63.3,60.1,100.0,75.8,1,69.2591,0.9826,69.0849,1.0233,75.6613,1.7417,senior,medium,low,0,1,1,1,2,2,2,1
b21a4e69c96c594e47a709605e13acaf,Yanti Harahap,65,1,M,married,t,100.0,Excellent,0,89.5673,100.0,88.1,100.0,89.6,80.7,0,96.8702,0.8957,95.8269,1.1165,94.7836,10.4327,junior,high,medium,1,1,0,1,1,0,0,2
d7e73e8b4fa1624d0b3283b8aed656dd,Lina Utama,74,0,M,single,t,87.98,Good,1,76.5034,95.878,70.8,60.4,93.0,81.8,1,86.9085,0.8852,85.7604,1.1501,82.2442,11.4815,junior,high,medium,1,1,1,1,2,0,0,2
a451147ace5de5b388230dd118353230,Citra Prasetyo,84,6,M,single,t,76.56,Good,0,70.8225,72.828,66.3,62.5,66.8,87.7,1,73.7191,0.9426,73.1453,1.081,73.6912,5.7373,senior,medium,low,0,1,1,1,2,2,2,1
38b3f8de7b39554f6db33741c2f9f2f4,Deni Sitompul,79,7,F,single,t,100.0,Excellent,1,81.6587,88.254,77.4,64.9,87.8,96.5,1,90.9737,0.8166,89.1396,1.2246,90.8293,18.3413,senior,high,medium,1,0,1,1,1,2,0,2
2505063c5e130df0416f644c3c44c493,Eko Putra,61,1,M,single,t,94.49,Excellent,0,85.3401,97.095,88.6,94.6,74.1,84.0,1,92.5255,0.9085,91.6108,1.1072,89.9136,9.147,junior,high,medium,1,1,1,1,1,0,0,2
9136bd9009ef1199a84f222f0045a22b,Umi Nasution,107,8,F,single,t,72.4,Average,0,76.5282,71.07,76.5,77.3,69.9,82.4,0,73.24,0.9587,73.6527,0.9461,74.4649,-4.1266,senior,medium,medium,0,0,1,1,0,2,2,2
7b4b2fb9cb4ec7b53bcfa7f9bd7b45bd,Novi Pratama,67,5,M,married,t,77.76,Good,0,47.6565,70.334,39.3,63.2,30.5,57.6,1,66.4995,0.699,63.4896,1.6316,62.7062,30.0995,mid,medium,low,0,1,0,1,2,1,2,1
03c6736175a61b1b03b8a16e86e79557,Novi Harahap,84,7,M,married,f,100.0,Excellent,1,96.3768,65.356,100.0,100.0,85.5,100.0,1,88.5197,0.9638,88.1574,1.0376,98.1884,3.6232,senior,high,high,1,1,0,0,1,2,0,0
1c0be7ee8c7feba04d8b0a9f5f0cfc75,Adi Harahap,74,2,M,single,t,46.19,Below Average,0,40.3306,51.495,37.8,64.4,30.6,28.5,0,46.0221,0.9414,45.4366,1.1452,43.2583,5.8554,junior,low,low,0,1,1,1,3,0,1,1
b220cf43d556dd4033b6364068c9b505,Deni Sitompul,80,2,M,married,t,94.4,Excellent,0,88.8945,82.43,100.0,100.0,63.6,92.0,1,89.1567,0.945,88.6063,1.0619,91.6465,5.5038,junior,high,medium,1,1,0,1,1,0,0,2
91e05aadbfe3d1581c61f10f64cb5f79,Yuni Nugraha,107,5,M,married,t,74.69,Average,0,70.9622,71.301,70.3,80.1,71.0,62.4,1,72.5557,0.9627,72.1827,1.0526,72.8268,3.7293,mid,medium,low,0,1,0,1,0,1,2,1
eb04189dfc24f5a18b93eccd2de7030d,Irwan Manurung,84,5,M,single,t,79.76,Good,0,73.4064,74.382,67.8,75.9,67.3,82.6,1,76.2389,0.9365,75.6039,1.0865,76.5812,6.3496,mid,medium,low,0,1,1,1,2,1,2,1
d0bd4a1125e9680521e793d9f0bee1f2,Vina Purnama,99,1,M,single,t,63.27,Average,0,64.4651,60.995,73.3,65.4,56.1,63.0,1,62.9467,0.9881,63.066,0.9815,63.8685,-1.1932,junior,low,low,0,1,1,1,0,0,1,1
c286fb5f77e4a4f2fb41e4efa121ed42,Siti Nasution,80,4,F,single,t,73.76,Average,0,55.8019,62.84,52.6,45.6,51.7,73.3,1,65.095,0.8205,63.2996,1.3217,64.7789,17.954,mid,medium,low,0,0,1,1,0,1,2,1
86d67cc144585fb3498ecbc068957f6a,Deni Wibowo,67,1,F,married,t,89.25,Good,0,90.7264,85.867,86.0,92.8,96.5,87.6,1,88.6795,0.9853,88.8268,0.9838,89.99,-1.4727,junior,high,high,1,0,0,1,2,0,0,0
c090dc3599ed2406158d7a8489a2da9e,Rita Utama,84,5,F,married,t,100.0,Excellent,0,93.0468,85.237,85.5,99.3,87.4,100.0,1,93.4853,0.9305,92.79,1.0747,96.5234,6.9532,mid,high,high,1,0,0,1,1,1,0,0
3607a1e7ec41ac2016f337b2eb39ac53,Umi Pratama,77,6,F,single,t,80.43,Good,0,54.8781,64.26,46.4,69.0,49.3,54.9,1,67.9137,0.7445,65.3584,1.4656,67.6543,25.5524,senior,medium,low,0,0,1,1,2,2,2,1
f70fc87bdf207f10a718afcb7f4ceb4f,Vina Rahayu,102,0,F,married,f,65.81,Average,0,56.1314,54.222,56.9,43.8,64.8,59.0,1,59.4304,0.9032,58.4625,1.1724,60.9711,9.6794,junior,low,low,0,0,0,0,0,0,1,1
0dd029047995ed6480ef6418d722df14,Taufik Permana,81,12,F,married,t,100.0,Excellent,1,92.3851,86.45,100.0,91.8,100.0,77.7,1,93.6505,0.9239,92.889,1.0824,96.1925,7.6149,veteran,high,high,1,0,0,1,1,3,0,0
afcd4024983890e709f319ff40993011,Suci Wibowo,71,7,F,married,t,75.31,Good,0,68.895,55.239,47.2,79.6,78.0,70.8,1,67.3648,0.9358,66.7231,1.0931,72.1033,6.4167,senior,medium,low,0,0,0,1,2,2,2,1
b6e0272e0144d5650ff87beea02b1829,Yanti Wibowo,94,5,M,single,f,79.83,Good,0,64.8676,59.561,79.0,45.9,57.1,77.4,1,69.2608,0.8504,67.7645,1.2307,72.3492,14.9631,mid,medium,low,0,1,1,0,2,1,2,1
796d6d35dcd1a83dd430208c483be07c,Lina Putra,60,12,F,married,t,81.0,Good,0,71.8421,62.548,81.1,57.2,80.5,68.6,1,72.7182,0.9084,71.8022,1.1275,76.4225,9.1606,veteran,medium,low,0,0,0,1,2,3,2,1
b626e1cf2787f35b8d23ff95d542ce82,Vina Wijaya,77,11,M,widow,t,100.0,Excellent,0,76.9376,73.415,71.7,69.2,69.1,97.7,1,85.1058,0.7694,82.7996,1.2998,88.4688,23.0624,veteran,high,medium,1,1,2,1,1,3,0,2
ae46665a28c00a72f1039f42a520cfd6,Ahmad Purnama,64,5,M,married,t,57.9,Below Average,0,61.1807,45.37,62.6,65.2,61.2,55.6,1,55.1241,0.9672,55.4525,0.9463,59.5389,-3.2835,mid,low,low,0,1,0,1,3,1,1,1
8e2f3f0390c1196d811388420180e95b,Maya Situmorang,69,3,F,married,t,71.83,Average,0,48.18,61.82,34.9,58.7,60.8,38.2,1,61.7318,0.7635,59.3669,1.4909,60.0049,23.6497,mid,medium,low,0,0,0,1,0,1,2,1
57673d11fc4525b5c2361152f8abc0b3,Widya Sari,103,0,F,married,t,80.3,Good,0,76.6316,87.118,52.2,93.8,80.8,79.8,1,81.2467,0.9633,80.8794,1.0479,78.4681,3.673,junior,medium,medium,0,0,0,1,2,0,2,2
7af8a6f4139c2b50362e918569d1a36b,Budi Yuliana,65,11,F,single,t,98.87,Excellent,1,94.1398,86.391,97.8,100.0,78.8,100.0,1,93.7056,0.9527,93.233,1.0502,96.5029,4.7261,veteran,high,high,1,0,1,1,1,3,0,0
f7b70065f60623e529db80a98097bd30,Wati Sitompul,82,10,F,married,t,100.0,Excellent,1,83.3253,69.793,62.4,97.3,96.8,76.8,0,85.9355,0.8333,84.268,1.2001,91.6626,16.6747,senior,high,medium,1,0,0,1,1,2,0,2
7cdb432301a3fd3e4fd258e162fdd35c,Irwan Harahap,62,3,M,married,t,62.1,Average,1,59.1141,57.649,71.3,52.0,53.3,59.8,1,59.8694,0.9701,59.5707,1.0505,60.6078,2.9875,mid,low,low,0,1,0,1,0,1,1,1
34ed5e75c07f2b343aaca70740e91eee,Umi Sitompul,61,15,M,single,f,77.87,Good,0,72.9722,81.792,67.9,68.5,75.9,79.6,1,77.5789,0.951,77.0887,1.0672,75.4232,4.9021,veteran,medium,low,0,1,1,0,2,3,2,1
35ec699ec40e0fb328539f18edb2247c,Andi Wibowo,103,15,F,single,t,81.36,Good,0,80.9092,75.071,92.2,79.6,86.5,65.3,1,79.3374,0.9955,79.2925,1.0055,81.1337,0.449,veteran,medium,medium,0,0,1,1,2,3,2,2
5b629edbcc38c40bf62b6f2106634745,Yudi Permana,73,7,F,married,t,82.69,Good,1,71.1866,66.461,69.5,57.6,86.1,71.5,0,74.3694,0.885,73.2192,1.1616,76.9373,11.5014,senior,medium,low,0,0,0,1,2,2,2,1
3df951f80f70b5c92345b42ac5e26826,Yudi Putra,91,4,M,married,t,83.57,Good,0,83.5971,94.98,87.3,91.6,83.1,72.3,1,86.9993,0.9997,87.0025,0.9996,83.5815,-0.0313,mid,medium,medium,0,1,0,1,2,1,2,2
91ed565b5dc9c26ed130cd58ae16fc81,Sri Sutanto,100,4,F,single,t,44.72,Below Average,0,63.1352,54.005,59.6,58.4,70.6,64.0,1,53.028,0.8158,54.87,0.7082,53.9252,-18.42,mid,low,low,0,0,1,1,3,1,1,1
693266a6b46a9c1257117bf28ca75768,Mega Situmorang,88,5,O,married,f,72.88,Average,0,67.9666,76.767,69.3,72.9,56.4,73.3,1,72.5737,0.9508,72.082,1.0724,70.4253,4.9174,mid,medium,low,0,0,0,0,0,1,2,1
c1c2dbc5609c89c74c3919649abb7ed0,Joko Harahap,92,9,M,married,t,68.29,Average,0,69.6893,72.738,73.8,81.3,69.3,54.4,1,70.0452,0.986,70.1849,0.98,68.9909,-1.3968,senior,low,low,0,1,0,1,0,2,1,1
9efbf628d31289c6659b6ddff69f9e07,Kartini Sutanto,68,5,M,married,t,100.0,Excellent,0,86.178,83.423,86.0,90.5,85.4,82.8,1,90.8802,0.8618,89.498,1.1604,93.089,13.822,mid,high,medium,1,1,0,1,1,1,0,2
0d5cd850a23000b7531938e9cc848808,Suci Permana,92,6,M,married,t,66.82,Average,0,75.9027,79.674,71.4,74.9,76.3,81.0,1,73.3993,0.9091,74.308,0.8803,71.3591,-9.0871,senior,low,medium,0,1,0,1,0,2,1,2
bf5dff0ed20b170a4e5be65b11651f75,Dewi Saputra,100,8,M,married,t,92.59,Excellent,0,97.1036,93.055,100.0,100.0,100.0,88.4,0,94.083,0.9548,94.5345,0.9535,94.846,-4.5152,senior,high,high,1,1,0,1,1,2,0,0
4985f01702c5e93b4bc9742943d2f074,Yanti Nugraha,78,13,O,married,f,74.64,Average,0,76.7011,71.553,65.6,87.6,72.1,81.5,1,74.3334,0.9794,74.5392,0.9732,75.6722,-2.0579,veteran,medium,medium,0,0,0,0,0,3,2,2
ac70ee9112eb94064e4fec452829b5ee,Tri Harahap,82,2,F,widow,t,59.83,Below Average,0,48.194,45.234,64.0,27.4,49.8,51.6,1,51.9593,0.8837,50.796,1.2414,54.0106,11.6332,junior,low,low,0,0,2,1,3,0,1,1
45b2a57c50039a990a55112c989a4371,Mega Sari,76,5,M,married,t,70.74,Average,0,78.1133,71.492,85.9,66.3,98.5,61.8,0,73.1789,0.9263,73.9158,0.9057,74.4284,-7.3698,mid,medium,medium,0,1,0,1,0,1,2,2
a570345bd2a06f9846ce141e133ebda0,Ahmad Simanjuntak,86,7,O,married,t,91.94,Excellent,0,88.4532,99.212,82.8,93.1,78.0,100.0,1,93.0754,0.9651,92.7268,1.0394,90.1963,3.4862,senior,high,medium,1,0,0,1,1,2,0,2
173647c893d47f736cee256fd47efd69,Irwan Purnama,78,5,M,married,t,96.61,Excellent,0,82.5834,91.869,72.9,73.6,90.9,92.9,1,90.9794,0.8597,89.5768,1.1698,89.5965,14.0261,mid,high,medium,1,1,0,1,1,1,0,2
6c4a9647304db244affdf7b2ff233111,Anita Hutabarat,79,6,M,married,f,81.18,Good,0,62.5522,75.187,46.5,64.6,79.9,59.3,1,73.7954,0.8137,71.9322,1.2979,71.8683,18.6321,senior,medium,low,0,1,0,0,2,2,2,1
b01e356b31801a318c1116cc73b555a1,Agus Utama,75,14,F,widow,t,84.17,Good,0,60.0388,63.563,81.4,64.9,49.8,44.0,0,70.7478,0.7587,68.3349,1.4019,72.1034,24.1291,veteran,medium,low,0,0,2,1,2,3,2,1
23e7ff8bc779b532e26dcdd783cacb4d,Fitri Susanto,64,2,F,married,f,68.52,Average,0,75.2193,54.882,64.8,77.7,72.3,86.1,1,66.44,0.933,67.1096,0.911,71.8716,-6.6954,junior,low,medium,0,0,0,0,0,0,1,2
b0232d83a5a26715f5c7e9c033e9f69e,Zainal Tampubolon,99,7,M,single,t,86.87,Good,0,74.6284,90.383,70.9,69.6,82.1,75.9,1,84.2521,0.8776,83.0278,1.1641,80.75,12.2433,senior,high,low,1,1,1,1,2,2,0,1
0d78b60ab02e1567351a11717e194142,Deni Tampubolon,79,5,M,married,t,100.0,Excellent,1,95.5245,93.611,100.0,82.1,100.0,100.0,1,96.7407,0.9552,96.2931,1.0469,97.7622,4.4755,mid,high,high,1,1,0,1,1,1,0,0
bfdb2bc2aab6bd891c6669e64d24a2aa,Anita Sitompul,74,1,F,married,t,56.37,Below Average,0,65.6897,68.466,65.7,57.9,72.5,66.7,1,62.7936,0.9068,63.7258,0.8581,61.0287,-9.3221,junior,low,low,0,0,0,1,3,0,1,1
84de1d416b16cb641148dba7c98b375b,Sari Nugraha,67,6,M,married,t,42.37,Below Average,0,53.4283,58.522,56.1,61.6,49.9,46.0,1,50.5347,0.8895,51.6401,0.7931,47.9012,-11.0542,senior,low,low,0,1,0,1,3,2,1,1
89bfe3701bbfa9809afde68d72dc5902,Siti Wijaya,62,4,M,married,t,92.29,Excellent,0,81.2202,86.936,72.3,71.5,86.1,95.0,1,87.3633,0.8893,86.2562,1.1363,86.7557,11.0709,mid,high,medium,1,1,0,1,1,1,0,2
8f9c3bd60f59ecabe993eda1ead1bb5e,Kartini Wijaya,94,3,M,single,t,53.58,Below Average,0,45.5363,59.284,56.6,42.7,40.4,42.5,1,52.878,0.9196,52.0737,1.1766,49.5579,8.0432,mid,low,low,0,1,1,1,3,1,1,1
94b309bb27469baa0fc0cbd3a2224a09,Dewi Yuliana,88,2,F,married,f,59.96,Below Average,0,59.9039,51.769,52.1,61.9,66.0,59.6,0,57.4875,0.9994,57.4815,1.001,59.9341,0.0605,junior,low,low,0,0,0,0,3,0,1,1
6c8edf90784c4d6c953d787280d7d5e4,Rizki Situmorang,94,9,F,married,t,97.18,Excellent,1,75.6262,72.677,63.6,69.9,84.4,84.6,1,83.3613,0.7845,81.2063,1.285,86.4012,21.5498,senior,high,medium,1,0,0,1,1,2,0,2
af597226da30d24173736d6dbda239f8,Rini Putra,76,2,F,married,t,90.6,Excellent,1,74.109,85.542,67.0,81.4,70.5,77.5,1,84.1363,0.8351,82.487,1.2226,82.3556,16.4931,junior,high,low,1,0,0,1,1,0,0,1
d335940866c85c0baa0bb35dc67dc9bc,Maya Utama,86,6,M,married,t,89.36,Good,0,76.5407,65.201,68.5,76.9,85.5,75.2,1,78.2679,0.8718,76.9856,1.1675,82.952,12.8225,senior,high,medium,1,1,0,1,2,2,0,2
55d113a045110aebb75b22df2fd40f19,Hendra Rahayu,101,7,F,single,f,80.65,Good,0,69.704,83.751,53.8,71.6,73.9,79.4,1,78.2975,0.8905,77.2027,1.1571,75.1782,10.9485,senior,medium,low,0,0,1,0,2,2,2,1
2a7fbef20db6c08c3b40ae4c75e17520,Rini Sitompul,103,7,M,married,t,100.0,Excellent,1,96.7665,100.0,100.0,100.0,100.0,87.1,1,99.03,0.9677,98.7066,1.0334,98.3833,3.2335,senior,high,high,1,1,0,1,1,2,0,0
c5a5eee0c7dba8aeb8a6d18014fec649,Sari Wibowo,93,12,F,married,t,100.0,Excellent,0,86.8498,93.481,100.0,67.3,81.9,98.2,1,94.0992,0.8685,92.7842,1.1514,93.4249,13.1502,veteran,high,medium,1,0,0,1,1,3,0,2
1893d7c1fbd1c0f4923cc9d1da8ee0b7,Anita Nugraha,95,9,M,married,t,69.46,Average,0,74.0745,74.809,63.5,54.1,91.1,87.6,1,72.4488,0.9538,72.9103,0.9377,71.7669,-4.6151,senior,low,low,0,1,0,1,0,2,1,1
eb1f13708cefe2a5df3826f94f747e29,Adi Prasetyo,76,1,F,married,t,78.26,Good,0,66.072,57.927,55.8,55.7,70.9,81.9,1,68.5046,0.8781,67.2855,1.1845,72.1672,12.1903,junior,medium,low,0,0,0,1,2,0,2,1
c87bfc91be1058fc73c7f5a1118eaf8d,Mega Nasution,80,5,F,single,f,51.0,Below Average,0,60.9493,63.452,56.4,54.2,58.0,75.2,1,57.7203,0.9005,58.7152,0.8368,55.9747,-9.9492,mid,low,low,0,0,1,0,3,1,1,1
b536b65cbd71971e89aa0ea82937a828,Budi Sutanto,62,2,M,married,t,71.64,Average,0,62.8175,67.267,71.6,63.4,60.1,56.1,1,67.6804,0.9118,66.7984,1.1404,67.2275,8.8202,junior,medium,low,0,1,0,1,0,0,2,1
13afe132194a0f3fb982d7f6f9e7eb44,Tri Manurung,95,1,O,married,t,100.0,Excellent,0,81.3891,86.796,75.1,83.0,79.9,87.6,1,90.4555,0.8139,88.5944,1.2287,90.6946,18.6109,junior,high,medium,1,0,0,1,1,0,0,2
c618b6ed7269edc554ca3cb0cb63d789,Mega Saputra,104,0,F,married,t,74.83,Average,0,78.4267,82.287,79.5,86.9,60.8,86.5,1,78.1479,0.9641,78.5071,0.9542,76.6306,-3.5921,junior,medium,medium,0,0,0,1,0,0,2,2
6e45818938a16f813fd4b1066d786d84,Rizki Situmorang,71,4,M,married,f,78.33,Good,0,92.8126,100.0,96.0,99.2,84.9,91.1,1,89.177,0.8552,90.625,0.844,85.5729,-14.4796,mid,medium,high,0,1,0,0,2,1,2,0
b00a0719c42b478116ce012a39311f60,Putri Susanto,86,5,F,single,t,100.0,Excellent,0,97.0395,95.769,100.0,100.0,88.6,99.5,1,97.8427,0.9704,97.5466,1.0305,98.5198,2.9605,mid,high,high,1,0,1,1,1,1,0,0
6ba40bf69eb80a62a606c569ba3b3eae,Hadi Hutabarat,109,2,M,married,t,80.66,Good,0,78.7127,69.161,75.9,71.1,83.2,84.6,1,76.6257,0.9805,76.4311,1.0247,79.6857,1.9462,junior,medium,medium,0,1,0,1,2,0,2,2
193987f46dc6a1f362d00e9f9c133a14,Ratna Situmorang,109,9,M,single,t,81.95,Good,0,82.1474,63.404,82.1,72.0,80.2,94.2,1,76.4456,0.998,76.4653,0.9976,82.049,-0.1969,senior,medium,medium,0,1,1,1,2,2,2,2
84a8e18e01088e2bc77f532fa365f178,Dewi Purnama,85,4,M,married,t,100.0,Excellent,1,83.5144,94.495,88.0,83.4,70.9,91.7,1,93.4027,0.8351,91.7541,1.1974,91.7572,16.4856,mid,high,medium,1,1,0,1,1,1,0,2
ed508ac8e6ba7861591aed1d2d73ddaa,Kartini Simanjuntak,86,3,F,married,t,65.86,Average,0,51.3925,67.674,47.9,41.5,51.0,65.1,1,62.0638,0.8553,60.6171,1.2815,58.626,14.467,mid,low,low,0,0,0,1,0,1,1,1
1c80fa30f196867f65defe74ab9f896b,Novi Permana,103,2,M,married,t,88.66,Good,0,73.9595,64.585,68.8,53.0,81.1,92.9,1,77.0282,0.853,75.5579,1.1988,81.3109,14.7028,junior,high,low,1,1,0,1,2,0,0,1
69bb0da9dbd9110ca5cbc33eec51e21d,Umi Purnama,74,0,M,married,t,94.13,Excellent,0,94.432,88.747,78.3,100.0,100.0,99.4,1,92.6055,0.997,92.6358,0.9968,94.2809,-0.3023,junior,high,high,1,1,0,1,1,0,0,0
cc4df4e5e4b4e6b41d88d6b7585d26b3,Adi Tampubolon,63,1,F,single,t,97.27,Excellent,1,84.074,93.865,81.8,79.7,84.5,90.3,1,92.2915,0.868,90.9715,1.157,90.6743,13.2006,junior,high,medium,1,0,1,1,1,0,0,2
6958be4f10dc39633bd541f34ea99550,Adi Hutabarat,78,6,F,married,t,80.83,Good,0,75.01,60.171,63.4,63.1,91.4,82.2,1,72.8859,0.9418,72.304,1.0776,77.9196,5.8193,senior,medium,medium,0,0,0,1,2,2,2,2
9ed40cb7f0f8a0f92519057ac422eaa1,Joko Prasetyo,107,2,M,married,t,88.46,Good,0,78.7073,74.188,97.8,62.8,86.6,67.7,1,81.2513,0.9025,80.2764,1.1239,83.5822,9.7498,junior,high,medium,1,1,0,1,2,0,0,2
eb19ee225a2d0ee2c04f87af60bc8c7a,Dewi Tampubolon,60,4,M,single,t,79.68,Good,0,76.0096,58.902,55.5,80.2,82.7,85.6,1,72.3455,0.9633,71.9784,1.0483,77.845,3.6708,mid,medium,medium,0,1,1,1,2,1,2,2
b59b7c34e602da387b27522224c34dbe,Adi Simanjuntak,84,5,O,married,f,75.31,Good,0,73.9153,66.589,74.3,54.1,80.5,86.8,1,72.2754,0.9861,72.1359,1.0189,74.6127,1.3948,mid,medium,low,0,0,0,0,2,1,2,1
c4ddb0d872a27fd9dbb8fa58f920a598,Widya Tampubolon,77,8,M,married,t,65.0,Average,0,71.0829,62.085,69.9,67.3,60.4,86.8,1,65.9487,0.9391,66.5574,0.9144,68.0395,-6.0869,senior,low,low,0,1,0,1,0,2,1,1
